longitude,latitude,terrain_class,terrain_label
6.95,5.400223912751677,1,lowland
6.95,5.400783194630872,1,lowland
6.95,5.401342476510067,1,lowland
6.95,5.401901758389261,1,lowland
6.95,5.402461040268456,1,lowland
6.95,5.4030203221476505,1,lowland
6.95,5.403579604026845,1,lowland
6.95,5.40413888590604,1,lowland
6.95,5.404698167785234,1,lowland
6.95,5.405257449664429,1,lowland
6.95,5.405816731543624,1,lowland
6.95,5.406376013422818,1,lowland
6.95,5.406935295302013,1,lowland
6.95,5.4074945771812075,1,lowland
6.95,5.408053859060402,1,lowland
6.95,5.408613140939597,1,lowland
6.95,5.409172422818792,1,lowland
6.95,5.409731704697987,1,lowland
6.95,5.4102909865771815,1,lowland
6.95,5.410850268456376,1,lowland
6.95,5.411409550335571,1,lowland
6.95,5.411968832214765,1,lowland
6.95,5.41252811409396,1,lowland
6.95,5.413087395973155,1,lowland
6.95,5.413646677852349,1,lowland
6.95,5.414205959731544,1,lowland
6.95,5.414765241610739,1,lowland
6.95,5.415324523489933,1,lowland
6.95,5.415883805369128,1,lowland
6.95,5.4164430872483225,1,lowland
6.95,5.417002369127517,1,lowland
6.95,5.417561651006712,1,lowland
6.95,5.418120932885906,1,lowland
6.95,5.418680214765101,1,lowland
6.95,5.419239496644296,1,lowland
6.95,5.41979877852349,1,lowland
6.95,5.420358060402685,1,lowland
6.95,5.4209173422818795,1,lowland
6.95,5.421476624161074,1,lowland
6.95,5.422035906040269,1,lowland
6.95,5.422595187919463,1,lowland
6.95,5.423154469798658,1,lowland
6.95,5.423713751677853,1,lowland
6.95,5.424273033557047,1,lowland
6.95,5.424832315436242,1,lowland
6.95,5.4253915973154365,1,lowland
6.95,5.425950879194631,1,lowland
6.95,5.426510161073826,1,lowland
6.95,5.42706944295302,1,lowland
6.95,5.427628724832215,1,lowland
6.95,5.42818800671141,1,lowland
6.95,5.428747288590604,1,lowland
6.95,5.429306570469799,1,lowland
6.95,5.4298658523489935,1,lowland
6.95,5.430425134228188,1,lowland
6.95,5.430984416107383,1,lowland
6.95,5.431543697986577,1,lowland
6.95,5.432102979865772,1,lowland
6.95,5.432662261744967,1,lowland
6.95,5.433221543624161,1,lowland
6.95,5.433780825503356,1,lowland
6.95,5.434340107382551,1,lowland
6.95,5.434899389261745,1,lowland
6.95,5.43545867114094,1,lowland
6.95,5.4360179530201345,1,lowland
6.95,5.436577234899329,1,lowland
6.95,5.437136516778524,1,lowland
6.95,5.437695798657718,1,lowland
6.95,5.438255080536913,1,lowland
6.95,5.438814362416108,1,lowland
6.95,5.439373644295302,1,lowland
6.95,5.439932926174497,1,lowland
6.95,5.4404922080536915,1,lowland
6.95,5.441051489932886,1,lowland
6.95,5.441610771812081,1,lowland
6.95,5.442170053691275,1,lowland
6.95,5.44272933557047,1,lowland
6.95,5.443288617449665,1,lowland
6.95,5.443847899328859,1,lowland
6.95,5.444407181208054,1,lowland
6.95,5.4449664630872485,1,lowland
6.95,5.445525744966443,1,lowland
6.95,5.446085026845638,1,lowland
6.95,5.446644308724832,1,lowland
6.95,5.447203590604027,1,lowland
6.95,5.447762872483222,1,lowland
6.95,5.448322154362416,1,lowland
6.95,5.448881436241611,1,lowland
6.95,5.4494407181208055,1,lowland
6.95,5.45,1,lowland
6.950671140939598,5.366667,2,midland
6.950671140939598,5.367226281879194,2,midland
6.950671140939598,5.367785563758389,2,midland
6.950671140939598,5.3683448456375835,2,midland
6.950671140939598,5.368904127516778,2,midland
6.950671140939598,5.369463409395973,2,midland
6.950671140939598,5.370022691275167,2,midland
6.950671140939598,5.370581973154362,2,midland
6.950671140939598,5.371141255033557,2,midland
6.950671140939598,5.371700536912751,1,lowland
6.950671140939598,5.372259818791946,1,lowland
6.950671140939598,5.3728191006711405,1,lowland
6.950671140939598,5.373378382550335,1,lowland
6.950671140939598,5.37393766442953,1,lowland
6.950671140939598,5.374496946308724,1,lowland
6.950671140939598,5.375056228187919,1,lowland
6.950671140939598,5.375615510067114,1,lowland
6.950671140939598,5.376174791946308,1,lowland
6.950671140939598,5.376734073825503,1,lowland
6.950671140939598,5.377293355704698,1,lowland
6.950671140939598,5.377852637583892,1,lowland
6.950671140939598,5.378411919463087,1,lowland
6.950671140939598,5.3789712013422815,1,lowland
6.950671140939598,5.379530483221476,1,lowland
6.950671140939598,5.380089765100671,1,lowland
6.950671140939598,5.380649046979865,1,lowland
6.950671140939598,5.38120832885906,1,lowland
6.950671140939598,5.381767610738255,1,lowland
6.950671140939598,5.382326892617449,1,lowland
6.950671140939598,5.382886174496644,1,lowland
6.950671140939598,5.3834454563758385,1,lowland
6.950671140939598,5.384004738255033,1,lowland
6.950671140939598,5.384564020134228,1,lowland
6.950671140939598,5.385123302013422,1,lowland
6.950671140939598,5.385682583892617,1,lowland
6.950671140939598,5.386241865771812,1,lowland
6.950671140939598,5.386801147651006,1,lowland
6.950671140939598,5.387360429530201,1,lowland
6.950671140939598,5.3879197114093955,1,lowland
6.950671140939598,5.38847899328859,1,lowland
6.950671140939598,5.389038275167785,1,lowland
6.950671140939598,5.389597557046979,1,lowland
6.950671140939598,5.390156838926174,1,lowland
6.950671140939598,5.390716120805369,1,lowland
6.950671140939598,5.391275402684563,1,lowland
6.950671140939598,5.391834684563758,1,lowland
6.950671140939598,5.3923939664429525,1,lowland
6.950671140939598,5.392953248322147,1,lowland
6.950671140939598,5.393512530201342,1,lowland
6.950671140939598,5.394071812080536,1,lowland
6.950671140939598,5.394631093959731,1,lowland
6.950671140939598,5.395190375838926,1,lowland
6.950671140939598,5.39574965771812,1,lowland
6.950671140939598,5.396308939597315,1,lowland
6.950671140939598,5.39686822147651,1,lowland
6.950671140939598,5.397427503355704,1,lowland
6.950671140939598,5.397986785234899,1,lowland
6.950671140939598,5.3985460671140935,1,lowland
6.950671140939598,5.399105348993288,1,lowland
6.950671140939598,5.399664630872483,1,lowland
6.950671140939598,5.400223912751677,1,lowland
6.950671140939598,5.400783194630872,1,lowland
6.950671140939598,5.401342476510067,1,lowland
6.950671140939598,5.401901758389261,1,lowland
6.950671140939598,5.402461040268456,1,lowland
6.950671140939598,5.4030203221476505,1,lowland
6.950671140939598,5.403579604026845,1,lowland
6.950671140939598,5.40413888590604,1,lowland
6.950671140939598,5.404698167785234,1,lowland
6.950671140939598,5.405257449664429,1,lowland
6.950671140939598,5.405816731543624,1,lowland
6.950671140939598,5.406376013422818,1,lowland
6.950671140939598,5.406935295302013,1,lowland
6.950671140939598,5.4074945771812075,1,lowland
6.950671140939598,5.408053859060402,1,lowland
6.950671140939598,5.408613140939597,1,lowland
6.950671140939598,5.409172422818792,1,lowland
6.950671140939598,5.409731704697987,1,lowland
6.950671140939598,5.4102909865771815,1,lowland
6.950671140939598,5.410850268456376,1,lowland
6.950671140939598,5.411409550335571,1,lowland
6.950671140939598,5.411968832214765,1,lowland
6.950671140939598,5.41252811409396,1,lowland
6.950671140939598,5.413087395973155,1,lowland
6.950671140939598,5.413646677852349,1,lowland
6.950671140939598,5.414205959731544,1,lowland
6.950671140939598,5.414765241610739,1,lowland
6.950671140939598,5.415324523489933,1,lowland
6.950671140939598,5.415883805369128,1,lowland
6.950671140939598,5.4164430872483225,1,lowland
6.950671140939598,5.417002369127517,1,lowland
6.950671140939598,5.417561651006712,1,lowland
6.950671140939598,5.418120932885906,1,lowland
6.950671140939598,5.418680214765101,1,lowland
6.950671140939598,5.419239496644296,1,lowland
6.950671140939598,5.41979877852349,1,lowland
6.950671140939598,5.420358060402685,1,lowland
6.950671140939598,5.4209173422818795,1,lowland
6.950671140939598,5.421476624161074,1,lowland
6.950671140939598,5.422035906040269,1,lowland
6.950671140939598,5.422595187919463,1,lowland
6.950671140939598,5.423154469798658,1,lowland
6.950671140939598,5.423713751677853,1,lowland
6.950671140939598,5.424273033557047,1,lowland
6.950671140939598,5.424832315436242,1,lowland
6.950671140939598,5.4253915973154365,1,lowland
6.950671140939598,5.425950879194631,1,lowland
6.950671140939598,5.426510161073826,1,lowland
6.950671140939598,5.42706944295302,1,lowland
6.950671140939598,5.427628724832215,1,lowland
6.950671140939598,5.42818800671141,1,lowland
6.950671140939598,5.428747288590604,1,lowland
6.950671140939598,5.429306570469799,1,lowland
6.950671140939598,5.4298658523489935,1,lowland
6.950671140939598,5.430425134228188,1,lowland
6.950671140939598,5.430984416107383,1,lowland
6.950671140939598,5.431543697986577,1,lowland
6.950671140939598,5.432102979865772,1,lowland
6.950671140939598,5.432662261744967,1,lowland
6.950671140939598,5.433221543624161,1,lowland
6.950671140939598,5.433780825503356,1,lowland
6.950671140939598,5.434340107382551,1,lowland
6.950671140939598,5.434899389261745,1,lowland
6.950671140939598,5.43545867114094,1,lowland
6.950671140939598,5.4360179530201345,1,lowland
6.950671140939598,5.436577234899329,1,lowland
6.950671140939598,5.437136516778524,1,lowland
6.950671140939598,5.437695798657718,1,lowland
6.950671140939598,5.438255080536913,1,lowland
6.950671140939598,5.438814362416108,1,lowland
6.950671140939598,5.439373644295302,1,lowland
6.950671140939598,5.439932926174497,1,lowland
6.950671140939598,5.4404922080536915,1,lowland
6.950671140939598,5.441051489932886,1,lowland
6.950671140939598,5.441610771812081,1,lowland
6.950671140939598,5.442170053691275,1,lowland
6.950671140939598,5.44272933557047,1,lowland
6.950671140939598,5.443288617449665,1,lowland
6.950671140939598,5.443847899328859,1,lowland
6.950671140939598,5.444407181208054,1,lowland
6.950671140939598,5.4449664630872485,1,lowland
6.950671140939598,5.445525744966443,1,lowland
6.950671140939598,5.446085026845638,1,lowland
6.950671140939598,5.446644308724832,1,lowland
6.950671140939598,5.447203590604027,1,lowland
6.950671140939598,5.447762872483222,1,lowland
6.950671140939598,5.448322154362416,1,lowland
6.950671140939598,5.448881436241611,1,lowland
6.950671140939598,5.4494407181208055,1,lowland
6.950671140939598,5.45,1,lowland
6.951342281879195,5.366667,2,midland
6.951342281879195,5.367226281879194,2,midland
6.951342281879195,5.367785563758389,2,midland
6.951342281879195,5.3683448456375835,2,midland
6.951342281879195,5.368904127516778,2,midland
6.951342281879195,5.369463409395973,2,midland
6.951342281879195,5.370022691275167,2,midland
6.951342281879195,5.370581973154362,2,midland
6.951342281879195,5.371141255033557,2,midland
6.951342281879195,5.371700536912751,2,midland
6.951342281879195,5.372259818791946,1,lowland
6.951342281879195,5.3728191006711405,1,lowland
6.951342281879195,5.373378382550335,1,lowland
6.951342281879195,5.37393766442953,1,lowland
6.951342281879195,5.374496946308724,1,lowland
6.951342281879195,5.375056228187919,1,lowland
6.951342281879195,5.375615510067114,1,lowland
6.951342281879195,5.376174791946308,1,lowland
6.951342281879195,5.376734073825503,1,lowland
6.951342281879195,5.377293355704698,1,lowland
6.951342281879195,5.377852637583892,1,lowland
6.951342281879195,5.378411919463087,1,lowland
6.951342281879195,5.3789712013422815,1,lowland
6.951342281879195,5.379530483221476,1,lowland
6.951342281879195,5.380089765100671,1,lowland
6.951342281879195,5.380649046979865,1,lowland
6.951342281879195,5.38120832885906,1,lowland
6.951342281879195,5.381767610738255,1,lowland
6.951342281879195,5.382326892617449,1,lowland
6.951342281879195,5.382886174496644,1,lowland
6.951342281879195,5.3834454563758385,1,lowland
6.951342281879195,5.384004738255033,1,lowland
6.951342281879195,5.384564020134228,1,lowland
6.951342281879195,5.385123302013422,1,lowland
6.951342281879195,5.385682583892617,1,lowland
6.951342281879195,5.386241865771812,1,lowland
6.951342281879195,5.386801147651006,1,lowland
6.951342281879195,5.387360429530201,1,lowland
6.951342281879195,5.3879197114093955,1,lowland
6.951342281879195,5.38847899328859,1,lowland
6.951342281879195,5.389038275167785,1,lowland
6.951342281879195,5.389597557046979,1,lowland
6.951342281879195,5.390156838926174,1,lowland
6.951342281879195,5.390716120805369,1,lowland
6.951342281879195,5.391275402684563,1,lowland
6.951342281879195,5.391834684563758,1,lowland
6.951342281879195,5.3923939664429525,1,lowland
6.951342281879195,5.392953248322147,1,lowland
6.951342281879195,5.393512530201342,1,lowland
6.951342281879195,5.394071812080536,1,lowland
6.951342281879195,5.394631093959731,1,lowland
6.951342281879195,5.395190375838926,1,lowland
6.951342281879195,5.39574965771812,1,lowland
6.951342281879195,5.396308939597315,1,lowland
6.951342281879195,5.39686822147651,1,lowland
6.951342281879195,5.397427503355704,1,lowland
6.951342281879195,5.397986785234899,1,lowland
6.951342281879195,5.3985460671140935,1,lowland
6.951342281879195,5.399105348993288,1,lowland
6.951342281879195,5.399664630872483,1,lowland
6.951342281879195,5.400223912751677,1,lowland
6.951342281879195,5.400783194630872,1,lowland
6.951342281879195,5.401342476510067,1,lowland
6.951342281879195,5.401901758389261,1,lowland
6.951342281879195,5.402461040268456,1,lowland
6.951342281879195,5.4030203221476505,1,lowland
6.951342281879195,5.403579604026845,1,lowland
6.951342281879195,5.40413888590604,1,lowland
6.951342281879195,5.404698167785234,1,lowland
6.951342281879195,5.405257449664429,1,lowland
6.951342281879195,5.405816731543624,1,lowland
6.951342281879195,5.406376013422818,1,lowland
6.951342281879195,5.406935295302013,1,lowland
6.951342281879195,5.4074945771812075,1,lowland
6.951342281879195,5.408053859060402,1,lowland
6.951342281879195,5.408613140939597,1,lowland
6.951342281879195,5.409172422818792,1,lowland
6.951342281879195,5.409731704697987,1,lowland
6.951342281879195,5.4102909865771815,1,lowland
6.951342281879195,5.410850268456376,1,lowland
6.951342281879195,5.411409550335571,1,lowland
6.951342281879195,5.411968832214765,1,lowland
6.951342281879195,5.41252811409396,1,lowland
6.951342281879195,5.413087395973155,1,lowland
6.951342281879195,5.413646677852349,1,lowland
6.951342281879195,5.414205959731544,1,lowland
6.951342281879195,5.414765241610739,1,lowland
6.951342281879195,5.415324523489933,1,lowland
6.951342281879195,5.415883805369128,1,lowland
6.951342281879195,5.4164430872483225,1,lowland
6.951342281879195,5.417002369127517,1,lowland
6.951342281879195,5.417561651006712,1,lowland
6.951342281879195,5.418120932885906,1,lowland
6.951342281879195,5.418680214765101,1,lowland
6.951342281879195,5.419239496644296,1,lowland
6.951342281879195,5.41979877852349,1,lowland
6.951342281879195,5.420358060402685,1,lowland
6.951342281879195,5.4209173422818795,1,lowland
6.951342281879195,5.421476624161074,1,lowland
6.951342281879195,5.422035906040269,1,lowland
6.951342281879195,5.422595187919463,1,lowland
6.951342281879195,5.423154469798658,1,lowland
6.951342281879195,5.423713751677853,1,lowland
6.951342281879195,5.424273033557047,1,lowland
6.951342281879195,5.424832315436242,1,lowland
6.951342281879195,5.4253915973154365,1,lowland
6.951342281879195,5.425950879194631,1,lowland
6.951342281879195,5.426510161073826,1,lowland
6.951342281879195,5.42706944295302,1,lowland
6.951342281879195,5.427628724832215,1,lowland
6.951342281879195,5.42818800671141,1,lowland
6.951342281879195,5.428747288590604,1,lowland
6.951342281879195,5.429306570469799,1,lowland
6.951342281879195,5.4298658523489935,1,lowland
6.951342281879195,5.430425134228188,1,lowland
6.951342281879195,5.430984416107383,1,lowland
6.951342281879195,5.431543697986577,1,lowland
6.951342281879195,5.432102979865772,1,lowland
6.951342281879195,5.432662261744967,1,lowland
6.951342281879195,5.433221543624161,1,lowland
6.951342281879195,5.433780825503356,1,lowland
6.951342281879195,5.434340107382551,1,lowland
6.951342281879195,5.434899389261745,1,lowland
6.951342281879195,5.43545867114094,1,lowland
6.951342281879195,5.4360179530201345,1,lowland
6.951342281879195,5.436577234899329,1,lowland
6.951342281879195,5.437136516778524,1,lowland
6.951342281879195,5.437695798657718,1,lowland
6.951342281879195,5.438255080536913,1,lowland
6.951342281879195,5.438814362416108,1,lowland
6.951342281879195,5.439373644295302,1,lowland
6.951342281879195,5.439932926174497,1,lowland
6.951342281879195,5.4404922080536915,1,lowland
6.951342281879195,5.441051489932886,1,lowland
6.951342281879195,5.441610771812081,1,lowland
6.951342281879195,5.442170053691275,1,lowland
6.951342281879195,5.44272933557047,1,lowland
6.951342281879195,5.443288617449665,1,lowland
6.951342281879195,5.443847899328859,1,lowland
6.951342281879195,5.444407181208054,1,lowland
6.951342281879195,5.4449664630872485,1,lowland
6.951342281879195,5.445525744966443,1,lowland
6.951342281879195,5.446085026845638,1,lowland
6.951342281879195,5.446644308724832,1,lowland
6.951342281879195,5.447203590604027,1,lowland
6.951342281879195,5.447762872483222,1,lowland
6.951342281879195,5.448322154362416,1,lowland
6.951342281879195,5.448881436241611,1,lowland
6.951342281879195,5.4494407181208055,1,lowland
6.951342281879195,5.45,1,lowland
6.952013422818792,5.366667,2,midland
6.952013422818792,5.367226281879194,2,midland
6.952013422818792,5.367785563758389,2,midland
6.952013422818792,5.3683448456375835,2,midland
6.952013422818792,5.368904127516778,2,midland
6.952013422818792,5.369463409395973,2,midland
6.952013422818792,5.370022691275167,2,midland
6.952013422818792,5.370581973154362,2,midland
6.952013422818792,5.371141255033557,2,midland
6.952013422818792,5.371700536912751,2,midland
6.952013422818792,5.372259818791946,2,midland
6.952013422818792,5.3728191006711405,1,lowland
6.952013422818792,5.373378382550335,1,lowland
6.952013422818792,5.37393766442953,1,lowland
6.952013422818792,5.374496946308724,1,lowland
6.952013422818792,5.375056228187919,1,lowland
6.952013422818792,5.375615510067114,1,lowland
6.952013422818792,5.376174791946308,1,lowland
6.952013422818792,5.376734073825503,1,lowland
6.952013422818792,5.377293355704698,1,lowland
6.952013422818792,5.377852637583892,1,lowland
6.952013422818792,5.378411919463087,1,lowland
6.952013422818792,5.3789712013422815,1,lowland
6.952013422818792,5.379530483221476,1,lowland
6.952013422818792,5.380089765100671,1,lowland
6.952013422818792,5.380649046979865,1,lowland
6.952013422818792,5.38120832885906,1,lowland
6.952013422818792,5.381767610738255,1,lowland
6.952013422818792,5.382326892617449,1,lowland
6.952013422818792,5.382886174496644,1,lowland
6.952013422818792,5.3834454563758385,1,lowland
6.952013422818792,5.384004738255033,1,lowland
6.952013422818792,5.384564020134228,1,lowland
6.952013422818792,5.385123302013422,1,lowland
6.952013422818792,5.385682583892617,1,lowland
6.952013422818792,5.386241865771812,1,lowland
6.952013422818792,5.386801147651006,1,lowland
6.952013422818792,5.387360429530201,1,lowland
6.952013422818792,5.3879197114093955,1,lowland
6.952013422818792,5.38847899328859,1,lowland
6.952013422818792,5.389038275167785,1,lowland
6.952013422818792,5.389597557046979,1,lowland
6.952013422818792,5.390156838926174,1,lowland
6.952013422818792,5.390716120805369,1,lowland
6.952013422818792,5.391275402684563,1,lowland
6.952013422818792,5.391834684563758,1,lowland
6.952013422818792,5.3923939664429525,1,lowland
6.952013422818792,5.392953248322147,1,lowland
6.952013422818792,5.393512530201342,1,lowland
6.952013422818792,5.394071812080536,1,lowland
6.952013422818792,5.394631093959731,1,lowland
6.952013422818792,5.395190375838926,1,lowland
6.952013422818792,5.39574965771812,1,lowland
6.952013422818792,5.396308939597315,1,lowland
6.952013422818792,5.39686822147651,1,lowland
6.952013422818792,5.397427503355704,1,lowland
6.952013422818792,5.397986785234899,1,lowland
6.952013422818792,5.3985460671140935,1,lowland
6.952013422818792,5.399105348993288,1,lowland
6.952013422818792,5.399664630872483,1,lowland
6.952013422818792,5.400223912751677,1,lowland
6.952013422818792,5.400783194630872,1,lowland
6.952013422818792,5.401342476510067,1,lowland
6.952013422818792,5.401901758389261,1,lowland
6.952013422818792,5.402461040268456,1,lowland
6.952013422818792,5.4030203221476505,1,lowland
6.952013422818792,5.403579604026845,1,lowland
6.952013422818792,5.40413888590604,1,lowland
6.952013422818792,5.404698167785234,1,lowland
6.952013422818792,5.405257449664429,1,lowland
6.952013422818792,5.405816731543624,1,lowland
6.952013422818792,5.406376013422818,1,lowland
6.952013422818792,5.406935295302013,1,lowland
6.952013422818792,5.4074945771812075,1,lowland
6.952013422818792,5.408053859060402,1,lowland
6.952013422818792,5.408613140939597,1,lowland
6.952013422818792,5.409172422818792,1,lowland
6.952013422818792,5.409731704697987,1,lowland
6.952013422818792,5.4102909865771815,1,lowland
6.952013422818792,5.410850268456376,1,lowland
6.952013422818792,5.411409550335571,1,lowland
6.952013422818792,5.411968832214765,1,lowland
6.952013422818792,5.41252811409396,1,lowland
6.952013422818792,5.413087395973155,1,lowland
6.952013422818792,5.413646677852349,1,lowland
6.952013422818792,5.414205959731544,1,lowland
6.952013422818792,5.414765241610739,1,lowland
6.952013422818792,5.415324523489933,1,lowland
6.952013422818792,5.415883805369128,1,lowland
6.952013422818792,5.4164430872483225,1,lowland
6.952013422818792,5.417002369127517,1,lowland
6.952013422818792,5.417561651006712,1,lowland
6.952013422818792,5.418120932885906,1,lowland
6.952013422818792,5.418680214765101,1,lowland
6.952013422818792,5.419239496644296,1,lowland
6.952013422818792,5.41979877852349,1,lowland
6.952013422818792,5.420358060402685,1,lowland
6.952013422818792,5.4209173422818795,1,lowland
6.952013422818792,5.421476624161074,1,lowland
6.952013422818792,5.422035906040269,1,lowland
6.952013422818792,5.422595187919463,1,lowland
6.952013422818792,5.423154469798658,1,lowland
6.952013422818792,5.423713751677853,1,lowland
6.952013422818792,5.424273033557047,1,lowland
6.952013422818792,5.424832315436242,1,lowland
6.952013422818792,5.4253915973154365,1,lowland
6.952013422818792,5.425950879194631,1,lowland
6.952013422818792,5.426510161073826,1,lowland
6.952013422818792,5.42706944295302,1,lowland
6.952013422818792,5.427628724832215,1,lowland
6.952013422818792,5.42818800671141,1,lowland
6.952013422818792,5.428747288590604,1,lowland
6.952013422818792,5.429306570469799,1,lowland
6.952013422818792,5.4298658523489935,1,lowland
6.952013422818792,5.430425134228188,1,lowland
6.952013422818792,5.430984416107383,1,lowland
6.952013422818792,5.431543697986577,1,lowland
6.952013422818792,5.432102979865772,1,lowland
6.952013422818792,5.432662261744967,1,lowland
6.952013422818792,5.433221543624161,1,lowland
6.952013422818792,5.433780825503356,1,lowland
6.952013422818792,5.434340107382551,1,lowland
6.952013422818792,5.434899389261745,1,lowland
6.952013422818792,5.43545867114094,1,lowland
6.952013422818792,5.4360179530201345,1,lowland
6.952013422818792,5.436577234899329,1,lowland
6.952013422818792,5.437136516778524,1,lowland
6.952013422818792,5.437695798657718,1,lowland
6.952013422818792,5.438255080536913,1,lowland
6.952013422818792,5.438814362416108,1,lowland
6.952013422818792,5.439373644295302,1,lowland
6.952013422818792,5.439932926174497,1,lowland
6.952013422818792,5.4404922080536915,1,lowland
6.952013422818792,5.441051489932886,1,lowland
6.952013422818792,5.441610771812081,1,lowland
6.952013422818792,5.442170053691275,1,lowland
6.952013422818792,5.44272933557047,1,lowland
6.952013422818792,5.443288617449665,1,lowland
6.952013422818792,5.443847899328859,1,lowland
6.952013422818792,5.444407181208054,1,lowland
6.952013422818792,5.4449664630872485,1,lowland
6.952013422818792,5.445525744966443,1,lowland
6.952013422818792,5.446085026845638,1,lowland
6.952013422818792,5.446644308724832,1,lowland
6.952013422818792,5.447203590604027,1,lowland
6.952013422818792,5.447762872483222,1,lowland
6.952013422818792,5.448322154362416,1,lowland
6.952013422818792,5.448881436241611,1,lowland
6.952013422818792,5.4494407181208055,1,lowland
6.952013422818792,5.45,1,lowland
6.95268456375839,5.366667,2,midland
6.95268456375839,5.367226281879194,2,midland
6.95268456375839,5.367785563758389,2,midland
6.95268456375839,5.3683448456375835,2,midland
6.95268456375839,5.368904127516778,2,midland
6.95268456375839,5.369463409395973,2,midland
6.95268456375839,5.370022691275167,2,midland
6.95268456375839,5.370581973154362,2,midland
6.95268456375839,5.371141255033557,2,midland
6.95268456375839,5.371700536912751,2,midland
6.95268456375839,5.372259818791946,2,midland
6.95268456375839,5.3728191006711405,1,lowland
6.95268456375839,5.373378382550335,1,lowland
6.95268456375839,5.37393766442953,1,lowland
6.95268456375839,5.374496946308724,1,lowland
6.95268456375839,5.375056228187919,1,lowland
6.95268456375839,5.375615510067114,1,lowland
6.95268456375839,5.376174791946308,1,lowland
6.95268456375839,5.376734073825503,1,lowland
6.95268456375839,5.377293355704698,1,lowland
6.95268456375839,5.377852637583892,1,lowland
6.95268456375839,5.378411919463087,1,lowland
6.95268456375839,5.3789712013422815,1,lowland
6.95268456375839,5.379530483221476,1,lowland
6.95268456375839,5.380089765100671,1,lowland
6.95268456375839,5.380649046979865,1,lowland
6.95268456375839,5.38120832885906,1,lowland
6.95268456375839,5.381767610738255,1,lowland
6.95268456375839,5.382326892617449,1,lowland
6.95268456375839,5.382886174496644,1,lowland
6.95268456375839,5.3834454563758385,1,lowland
6.95268456375839,5.384004738255033,1,lowland
6.95268456375839,5.384564020134228,1,lowland
6.95268456375839,5.385123302013422,1,lowland
6.95268456375839,5.385682583892617,1,lowland
6.95268456375839,5.386241865771812,1,lowland
6.95268456375839,5.386801147651006,1,lowland
6.95268456375839,5.387360429530201,1,lowland
6.95268456375839,5.3879197114093955,1,lowland
6.95268456375839,5.38847899328859,1,lowland
6.95268456375839,5.389038275167785,1,lowland
6.95268456375839,5.389597557046979,1,lowland
6.95268456375839,5.390156838926174,1,lowland
6.95268456375839,5.390716120805369,1,lowland
6.95268456375839,5.391275402684563,1,lowland
6.95268456375839,5.391834684563758,1,lowland
6.95268456375839,5.3923939664429525,1,lowland
6.95268456375839,5.392953248322147,1,lowland
6.95268456375839,5.393512530201342,1,lowland
6.95268456375839,5.394071812080536,1,lowland
6.95268456375839,5.394631093959731,1,lowland
6.95268456375839,5.395190375838926,1,lowland
6.95268456375839,5.39574965771812,1,lowland
6.95268456375839,5.396308939597315,1,lowland
6.95268456375839,5.39686822147651,1,lowland
6.95268456375839,5.397427503355704,1,lowland
6.95268456375839,5.397986785234899,1,lowland
6.95268456375839,5.3985460671140935,1,lowland
6.95268456375839,5.399105348993288,1,lowland
6.95268456375839,5.399664630872483,1,lowland
6.95268456375839,5.400223912751677,1,lowland
