longitude,latitude,elevation_m
6.95,5.424832315436242,165.84779903011753
6.95,5.4253915973154365,165.17846057837548
6.95,5.425950879194631,164.50711457760733
6.95,5.426510161073826,163.84074224920596
6.95,5.42706944295302,163.18701238323894
6.95,5.427628724832215,162.55409010612914
6.95,5.42818800671141,161.95040090761933
6.95,5.428747288590604,161.38436034586474
6.95,5.429306570469799,160.86408414097082
6.95,5.4298658523489935,160.39709656015586
6.95,5.430425134228188,159.99005650085152
6.95,5.430984416107383,159.6485201148534
6.95,5.431543697986577,159.37675612748848
6.95,5.432102979865772,159.17762548578
6.95,5.432662261744967,159.05253122511786
6.95,5.433221543624161,159.0014382756237
6.95,5.433780825503356,159.02295717219295
6.95,5.434340107382551,159.11448099548232
6.95,5.434899389261745,159.27236181955863
6.95,5.43545867114094,159.49211164229723
6.95,5.4360179530201345,159.76861311213818
6.95,5.436577234899329,160.0963270130991
6.95,5.437136516778524,160.4694859879781
6.95,5.437695798657718,160.88226690799797
6.95,5.438255080536913,161.32893723332785
6.95,5.438814362416108,161.80397335232422
6.95,5.439373644295302,162.3021510536664
6.95,5.439932926174497,162.81860989781748
6.95,5.4404922080536915,163.34889431975773
6.95,5.441051489932886,163.88897487731015
6.95,5.441610771812081,164.435253251958
6.95,5.442170053691275,164.98455451371802
6.95,5.44272933557047,165.5341098741885
6.95,5.443288617449665,166.0815327537289
6.95,5.443847899328859,166.62479054340363
6.95,5.444407181208054,167.1621739956403
6.95,5.4449664630872485,167.69226575961633
6.95,5.445525744966443,168.21390920560762
6.95,5.446085026845638,168.72617836479034
6.95,5.446644308724832,169.22834954850964
6.95,5.447203590604027,169.71987500078822
6.95,5.447762872483222,170.2003587743988
6.95,5.448322154362416,170.66953489761488
6.95,5.448881436241611,171.1272478090493
6.95,5.4494407181208055,171.5734349753992
6.95,5.45,172.00811156570913
6.950671140939598,5.366667,190.35367584270205
6.950671140939598,5.367226281879194,190.27998381882205
6.950671140939598,5.367785563758389,190.2044420077371
6.950671140939598,5.3683448456375835,190.12702530460112
6.950671140939598,5.368904127516778,190.04770845168386
6.950671140939598,5.369463409395973,189.96646599522458
6.950671140939598,5.370022691275167,189.88327223910431
6.950671140939598,5.370581973154362,189.7981011953871
6.950671140939598,5.371141255033557,189.71092653179943
6.950671140939598,5.371700536912751,189.62172151623784
6.950671140939598,5.372259818791946,189.5304589584176
6.950671140939598,5.3728191006711405,189.4371111488052
6.950671140939598,5.373378382550335,189.3416497950075
6.950671140939598,5.37393766442953,189.2440459558328
6.950671140939598,5.374496946308724,189.14426997328036
6.950671140939598,5.375056228187919,189.04229140277297
6.950671140939598,5.375615510067114,188.9380789420068
6.950671140939598,5.376174791946308,188.83160035886914
6.950671140939598,5.376734073825503,188.72282241895738
6.950671140939598,5.377293355704698,188.61171081333458
6.950671140939598,5.377852637583892,188.49823008726682
6.950671140939598,5.378411919463087,188.38234357081842
6.950671140939598,5.3789712013422815,188.2640133123252
6.950671140939598,5.379530483221476,188.14320001592853
6.950671140939598,5.380089765100671,188.0198629845337
6.950671140939598,5.380649046979865,187.89396006975312
6.950671140939598,5.38120832885906,187.76544763061162
6.950671140939598,5.381767610738255,187.6342805030236
6.950671140939598,5.382326892617449,187.50041198229803
6.950671140939598,5.382886174496644,187.36379382118875
6.950671140939598,5.3834454563758385,187.22437624627761
6.950671140939598,5.384004738255033,187.08210799575107
6.950671140939598,5.384564020134228,186.93693638190658
6.950671140939598,5.385123302013422,186.7888073819929
6.950671140939598,5.385682583892617,186.63766576123686
6.950671140939598,5.386241865771812,186.48345523213817
6.950671140939598,5.386801147651006,186.3261186542996
6.950671140939598,5.387360429530201,186.1655982791955
6.950671140939598,5.3879197114093955,186.00183604435546
6.950671140939598,5.38847899328859,185.8347739214192
6.950671140939598,5.389038275167785,185.66435432240496
6.950671140939598,5.389597557046979,185.4905205682836
6.950671140939598,5.390156838926174,185.31321742355712
6.950671140939598,5.390716120805369,185.13239169996697
6.950671140939598,5.391275402684563,184.94799293168407
6.950671140939598,5.391834684563758,184.75997412332305
6.950671140939598,5.3923939664429525,184.56829257085596
6.950671140939598,5.392953248322147,184.37291075394228
6.950671140939598,5.393512530201342,184.1737972963079
6.950671140939598,5.394071812080536,183.97092798858313
6.950671140939598,5.394631093959731,183.7642868654035
6.950671140939598,5.395190375838926,183.55386732558446
6.950671140939598,5.39574965771812,183.33967328077426
6.950671140939598,5.396308939597315,183.12172031416748
6.950671140939598,5.39686822147651,182.90003682662305
6.950671140939598,5.397427503355704,182.6746651428917
6.950671140939598,5.397986785234899,182.44566254565075
6.950671140939598,5.3985460671140935,182.21310219971065
6.950671140939598,5.399105348993288,181.9770739231804
6.950671140939598,5.399664630872483,181.7376847566413
6.950671140939598,5.400223912751677,181.4950592756195
6.950671140939598,5.400783194630872,181.24933958601915
6.950671140939598,5.401342476510067,181.00068493688457
6.950671140939598,5.401901758389261,180.7492708801345
6.950671140939598,5.402461040268456,180.49528790304296
6.950671140939598,5.4030203221476505,180.23893945655513
6.950671140939598,5.403579604026845,179.98043930139815
6.950671140939598,5.40413888590604,179.72000809479488
6.950671140939598,5.404698167785234,179.45786914388168
6.950671140939598,5.405257449664429,179.1942432581579
6.950671140939598,5.405816731543624,178.92934264299208
6.950671140939598,5.406376013422818,178.66336378991963
6.950671140939598,5.406935295302013,178.39647933773654
6.950671140939598,5.4074945771812075,178.12882890176311
6.950671140939598,5.408053859060402,177.86050889762626
6.950671140939598,5.408613140939597,177.59156142093647
6.950671140939598,5.409172422818792,177.3219622857046
6.950671140939598,5.409731704697987,177.05160837252419
6.950671140939598,5.4102909865771815,176.78030449259697
6.950671140939598,5.410850268456376,176.5077500356371
6.950671140939598,5.411409550335571,176.23352573834572
6.950671140939598,5.411968832214765,175.95708098518486
6.950671140939598,5.41252811409396,175.67772213392263
6.950671140939598,5.413087395973155,175.3946024439538
6.950671140939598,5.413646677852349,175.10671427431728
6.950671140939598,5.414205959731544,174.81288430870464
6.950671140939598,5.414765241610739,174.51177265382432
6.950671140939598,5.415324523489933,174.20187674144285
6.950671140939598,5.415883805369128,173.88154103794434
6.950671140939598,5.4164430872483225,173.54897362105885
6.950671140939598,5.417002369127517,173.20227071165436
6.950671140939598,5.417561651006712,172.83945023615416
6.950671140939598,5.418120932885906,172.45849542549112
6.950671140939598,5.418680214765101,172.0574093087567
6.950671140939598,5.419239496644296,171.63428070918525
6.950671140939598,5.41979877852349,171.18736196927017
6.950671140939598,5.420358060402685,170.7151580924264
6.950671140939598,5.4209173422818795,170.21652626576423
6.950671140939598,5.421476624161074,169.6907838066314
6.950671140939598,5.422035906040269,169.13782145667435
6.950671140939598,5.422595187919463,168.55821766121193
6.950671140939598,5.423154469798658,167.95334808762246
6.950671140939598,5.423713751677853,167.32548327182735
6.950671140939598,5.424273033557047,166.67786610811572
6.950671140939598,5.424832315436242,166.01476013549535
6.950671140939598,5.4253915973154365,165.34145947650592
6.950671140939598,5.425950879194631,164.6642521026908
6.950671140939598,5.426510161073826,163.99033003189768
6.950671140939598,5.42706944295302,163.327643187806
6.950671140939598,5.427628724832215,162.6846978763726
6.950671140939598,5.42818800671141,162.070305843663
6.950671140939598,5.428747288590604,161.493295140328
6.950671140939598,5.429306570469799,160.96219882646668
6.950671140939598,5.4298658523489935,160.48494114318086
6.950671140939598,5.430425134228188,160.06854247925023
6.950671140939598,5.430984416107383,159.7188638435233
6.950671140939598,5.431543697986577,159.44040855023468
6.950671140939598,5.432102979865772,159.23619377666324
6.950671140939598,5.432662261744967,159.1076982558151
6.950671140939598,5.433221543624161,159.05488553323923
6.950671140939598,5.433780825503356,159.0762958891463
6.950671140939598,5.434340107382551,159.16919499407618
6.950671140939598,5.434899389261745,159.3297641312518
6.950671140939598,5.43545867114094,159.55331554252012
6.950671140939598,5.4360179530201345,159.83451698181662
6.950671140939598,5.436577234899329,160.16761150347182
6.950671140939598,5.437136516778524,160.5466213671838
6.950671140939598,5.437695798657718,160.96552819289437
6.950671140939598,5.438255080536913,161.41842470660706
6.950671140939598,5.438814362416108,161.89963626216763
6.950671140939598,5.439373644295302,162.40381261633655
6.950671140939598,5.439932926174497,162.92599210600267
6.950671140939598,5.4404922080536915,163.46164144860697
6.950671140939598,5.441051489932886,164.00667493948706
6.950671140939598,5.441610771812081,164.5574569612928
6.950671140939598,5.442170053691275,165.11079156497271
6.950671140939598,5.44272933557047,165.66390253378722
6.950671140939598,5.443288617449665,166.21440688839144
6.950671140939598,5.443847899328859,166.76028429882356
6.950671140939598,5.444407181208054,167.29984438504724
6.950671140939598,5.4449664630872485,167.83169344137545
6.950671140939598,5.445525744966443,168.35470172803332
6.950671140939598,5.446085026845638,168.86797214181897
6.950671140939598,5.446644308724832,169.37081080711033
6.950671140939598,5.447203590604027,169.86269991398115
6.950671140939598,5.447762872483222,170.3432729653577
6.950671140939598,5.448322154362416,170.81229247249186
6.950671140939598,5.448881436241611,171.26963005009677
6.950671140939598,5.4494407181208055,171.71524880235924
6.950671140939598,5.45,172.14918785261037
6.951342281879195,5.366667,190.43856943669792
6.951342281879195,5.367226281879194,190.36501582970251
6.951342281879195,5.367785563758389,190.28958806717287
6.951342281879195,5.3683448456375835,190.2122609725241
6.951342281879195,5.368904127516778,190.13300923573692
6.951342281879195,5.369463409395973,190.05180736707834
6.951342281879195,5.370022691275167,189.96862964725324
6.951342281879195,5.370581973154362,189.88345007401705
6.951342281879195,5.371141255033557,189.79624230529515
6.951342281879195,5.371700536912751,189.7069795988715
6.951342281879195,5.372259818791946,189.6156347487318
6.951342281879195,5.3728191006711405,189.52218001816738
6.951342281879195,5.373378382550335,189.42658706977932
6.951342281879195,5.37393766442953,189.32882689255376
6.951342281879195,5.374496946308724,189.22886972622607
6.951342281879195,5.375056228187919,189.1266849831985
6.951342281879195,5.375615510067114,189.02224116834117
6.951342281879195,5.376174791946308,188.91550579707692
6.951342281879195,5.376734073825503,188.80644531223678
6.951342281879195,5.377293355704698,188.69502500027627
6.951342281879195,5.377852637583892,188.58120890755785
6.951342281879195,5.378411919463087,188.4649597575429
6.951342281879195,5.3789712013422815,188.34623886989107
6.951342281879195,5.379530483221476,188.2250060826423
6.951342281879195,5.380089765100671,188.10121967885502
6.951342281879195,5.380649046979865,187.97483631929532
6.951342281879195,5.38120832885906,187.84581098301612
6.951342281879195,5.381767610738255,187.71409691793255
6.951342281879195,5.382326892617449,187.5796456037872
6.951342281879195,5.382886174496644,187.44240673020818
6.951342281879195,5.3834454563758385,187.30232819288577
6.951342281879195,5.384004738255033,187.1593561112341
6.951342281879195,5.384564020134228,187.0134348712463
6.951342281879195,5.385123302013422,186.8645071975998
6.951342281879195,5.385682583892617,186.71251425940568
6.951342281879195,5.386241865771812,186.55739581431712
6.951342281879195,5.386801147651006,186.39909039599988
6.951342281879195,5.387360429530201,186.23753555021577
6.951342281879195,5.3879197114093955,186.07266812494885
6.951342281879195,5.38847899328859,185.90442462011114
6.951342281879195,5.389038275167785,185.73274160235846
6.951342281879195,5.389597557046979,185.55755619042176
6.951342281879195,5.390156838926174,185.37880661607437
6.951342281879195,5.390716120805369,185.1964328653894
6.951342281879195,5.391275402684563,185.0103774042561
6.951342281879195,5.391834684563758,184.82058599119307
6.951342281879195,5.3923939664429525,184.62700857927578
6.951342281879195,5.392953248322147,184.42960030745513
6.951342281879195,5.393512530201342,184.22832257964606
6.951342281879195,5.394071812080536,184.02314422766764
6.951342281879195,5.394631093959731,183.81404275139388
6.951342281879195,5.395190375838926,183.60100562628773
6.951342281879195,5.39574965771812,183.38403166482072
6.951342281879195,5.396308939597315,183.16313241409867
6.951342281879195,5.39686822147651,182.93833356732551
6.951342281879195,5.397427503355704,182.70967636152784
6.951342281879195,5.397986785234899,182.4772189282666
6.951342281879195,5.3985460671140935,182.24103755791194
6.951342281879195,5.399105348993288,182.00122783151187
6.951342281879195,5.399664630872483,181.75790556744874
6.951342281879195,5.400223912751677,181.51120752306008
6.951342281879195,5.400783194630872,181.2612917843782
6.951342281879195,5.401342476510067,181.00833777031883
6.951342281879195,5.401901758389261,180.75254577128044
6.951342281879195,5.402461040268456,180.49413593651548
6.951342281879195,5.4030203221476505,180.23334662016967
6.951342281879195,5.403579604026845,179.97043199298068
6.951342281879195,5.40413888590604,179.7056588257759
6.951342281879195,5.404698167785234,179.4393023526472
6.951342281879195,5.405257449664429,179.17164112661155
6.951342281879195,5.405816731543624,178.90295078932968
6.951342281879195,5.406376013422818,178.63349668971566
6.951342281879195,5.406935295302013,178.36352530472766
6.951342281879195,5.4074945771812075,178.09325443994427
6.951342281879195,5.408053859060402,177.82286221836767
6.951342281879195,5.408613140939597,177.5524749038181
6.951342281879195,5.409172422818792,177.2821536508073
6.951342281879195,5.409731704697987,177.01188032624688
6.951342281879195,5.4102909865771815,176.74154260997375
6.951342281879195,5.410850268456376,176.47091865088186
6.951342281879195,5.411409550335571,176.19966163318028
6.951342281879195,5.411968832214765,175.92728469249613
6.951342281879195,5.41252811409396,175.65314671337333
6.951342281879195,5.413087395973155,175.37643963699398
6.951342281879195,5.413646677852349,175.09617800900884
6.951342281879195,5.414205959731544,174.811191599919
6.951342281879195,5.414765241610739,174.52012203142297
6.951342281879195,5.415324523489933,174.22142443733216
6.951342281879195,5.415883805369128,173.91337527139999
6.951342281879195,5.4164430872483225,173.59408743900542
6.951342281879195,5.417002369127517,173.26153396479552
6.951342281879195,5.417561651006712,172.9135814005256
6.951342281879195,5.418120932885906,172.54803410889193
6.951342281879195,5.418680214765101,172.1626904082229
6.951342281879195,5.419239496644296,171.755411303188
6.951342281879195,5.41979877852349,171.3242021284617
6.951342281879195,5.420358060402685,170.8673068645143
6.951342281879195,5.4209173422818795,170.38331411916909
6.951342281879195,5.421476624161074,169.87127278622918
6.951342281879195,5.422035906040269,169.33081419247057
6.951342281879195,5.422595187919463,168.76227615524076
6.951342281879195,5.423154469798658,168.16682286535743
6.951342281879195,5.423713751677853,167.54655300784145
6.951342281879195,5.424273033557047,166.90458721990436
6.951342281879195,5.424832315436242,166.2451251017269
6.951342281879195,5.4253915973154365,165.57346181939985
6.951342281879195,5.425950879194631,164.89595515057437
6.951342281879195,5.426510161073826,164.21993584635268
6.951342281879195,5.42706944295302,163.55355751748004
6.951342281879195,5.427628724832215,162.90558680476798
6.951342281879195,5.42818800671141,162.28514002635868
6.951342281879195,5.428747288590604,161.70137822434765
6.951342281879195,5.429306570469799,161.16317778635732
6.951342281879195,5.4298658523489935,160.67879775024588
6.951342281879195,5.430425134228188,160.25556676622867
6.951342281879195,5.430984416107383,159.89961201689874
6.951342281879195,5.431543697986577,159.61564911401612
6.951342281879195,5.432102979865772,159.40684648546141
6.951342281879195,5.432662261744967,159.2747708111383
6.951342281879195,5.433221543624161,159.21941267169967
6.951342281879195,5.433780825503356,159.2392847724619
6.951342281879195,5.434340107382551,159.33157975166992
6.951342281879195,5.434899389261745,159.49237120877356
6.951342281879195,5.43545867114094,159.71684034663477
6.951342281879195,5.4360179530201345,159.99951131824972
6.951342281879195,5.436577234899329,160.3344805637569
6.951342281879195,5.437136516778524,160.71562855789205
6.951342281879195,5.437695798657718,161.13680590264718
6.951342281879195,5.438255080536913,161.5919891243541
6.951342281879195,5.438814362416108,162.07540453441985
6.951342281879195,5.439373644295302,162.5816208996561
6.951342281879195,5.439932926174497,163.10561338038113
6.951342281879195,5.4404922080536915,163.64280226622802
6.951342281879195,5.441051489932886,164.18907056412553
6.951342281879195,5.441610771812081,164.74076459079245
6.951342281879195,5.442170053691275,165.29468151708542
6.951342281879195,5.44272933557047,165.84804741511155
6.951342281879195,5.443288617449665,166.3984888623633
6.951342281879195,5.443847899328859,166.94400062883489
6.951342281879195,5.444407181208054,167.4829114605177
6.951342281879195,5.4449664630872485,168.01384950523808
6.951342281879195,5.445525744966443,168.5357085199508
6.951342281879195,5.446085026845638,169.04761565769115
6.951342281879195,5.446644308724832,169.54890135607215
6.951342281879195,5.447203590604027,170.03907163208982
6.951342281879195,5.447762872483222,170.51778292260317
6.951342281879195,5.448322154362416,170.98481948801273
6.951342281879195,5.448881436241611,171.44007331038011
6.951342281879195,5.4494407181208055,171.883526359194
6.951342281879195,5.45,172.31523506182208
6.952013422818792,5.366667,190.52534554966337
6.952013422818792,5.367226281879194,190.45194778555341
6.952013422818792,5.367785563758389,190.37665113652477
6.952013422818792,5.3683448456375835,190.29943040154774
6.952013422818792,5.368904127516778,190.22026027041758
6.952013422818792,5.369463409395973,190.13911527433655
6.952013422818792,5.370022691275167,190.0559697325278
6.952013422818792,5.370581973154362,189.9707976948883
6.952013422818792,5.371141255033557,189.88357288070134
6.952013422818792,5.371700536912751,189.7942686134441
6.952013422818792,5.372259818791946,189.7028577517379
6.952013422818792,5.3728191006711405,189.60931261651288
6.952013422818792,5.373378382550335,189.51360491448077
6.952013422818792,5.37393766442953,189.4157056580404
6.952013422818792,5.374496946308724,189.31558508177764
6.952013422818792,5.375056228187919,189.21321255577053
6.952013422818792,5.375615510067114,189.10855649596425
6.952013422818792,5.376174791946308,189.0015842719543
6.952013422818792,5.376734073825503,188.8922621125982
6.952013422818792,5.377293355704698,188.78055500997945
6.952013422818792,5.377852637583892,188.66642662236637
6.952013422818792,5.378411919463087,188.54983917694994
6.952013422818792,5.3789712013422815,188.4307533733091
6.952013422818792,5.379530483221476,188.30912828874014
6.952013422818792,5.380089765100671,188.1849212868031
6.952013422818792,5.380649046979865,188.05808793067968
6.952013422818792,5.38120832885906,187.92858190321104
6.952013422818792,5.381767610738255,187.79635493578388
6.952013422818792,5.382326892617449,187.66135674856224
6.952013422818792,5.382886174496644,187.5235350049233
6.952013422818792,5.3834454563758385,187.38283528333352
6.952013422818792,5.384004738255033,187.23920107031202
6.952013422818792,5.384564020134228,187.09257377854493
6.952013422818792,5.385123302013422,186.94289279465215
6.952013422818792,5.385682583892617,186.7900955615389
6.952013422818792,5.386241865771812,186.63411770069453
6.952013422818792,5.386801147651006,186.4748931802063
6.952013422818792,5.387360429530201,186.31235453462517
6.952013422818792,5.3879197114093955,186.14643314313975
6.952013422818792,5.38847899328859,185.97705957275295
6.952013422818792,5.389038275167785,185.8041639933021
6.952013422818792,5.389597557046979,185.6276766711782
6.952013422818792,5.390156838926174,185.4475285484637
6.952013422818792,5.390716120805369,185.26365191387802
6.952013422818792,5.391275402684563,185.07598117136908
6.952013422818792,5.391834684563758,184.88445371136706
6.952013422818792,5.3923939664429525,184.6890108885923
6.952013422818792,5.392953248322147,184.489599108831
6.952013422818792,5.393512530201342,184.28617102521628
6.952013422818792,5.394071812080536,184.0786868422381
6.952013422818792,5.394631093959731,183.86711572289727
6.952013422818792,5.395190375838926,183.65143729108757
6.952013422818792,5.39574965771812,183.43164321738163
6.952013422818792,5.396308939597315,183.20773887189316
6.952013422818792,5.39686822147651,182.97974502275554
6.952013422818792,5.397427503355704,182.7476995529887
6.952013422818792,5.397986785234899,182.51165916212628
6.952013422818792,5.3985460671140935,182.27170101197044
6.952013422818792,5.399105348993288,182.02792426827605
6.952013422818792,5.399664630872483,181.78045148213192
6.952013422818792,5.400223912751677,181.5294297464115
6.952013422818792,5.400783194630872,181.27503155407993
6.952013422818792,5.401342476510067,181.01745527657798
6.952013422818792,5.401901758389261,180.75692517222902
6.952013422818792,5.402461040268456,180.49369082696697
6.952013422818792,5.4030203221476505,180.22802592307062
6.952013422818792,5.403579604026845,179.9602262264915
6.952013422818792,5.40413888590604,179.69060668033808
6.952013422818792,5.404698167785234,179.4194974917701
6.952013422818792,5.405257449664429,179.14723910266494
6.952013422818792,5.405816731543624,178.87417594173027
6.952013422818792,5.406376013422818,178.60064886806782
6.952013422818792,5.406935295302013,178.3269862344127
6.952013422818792,5.4074945771812075,178.05349352323321
6.952013422818792,5.408053859060402,177.78044154141838
6.952013422818792,5.408613140939597,177.50805320016624
6.952013422818792,5.409172422818792,177.2364889565716
6.952013422818792,5.409731704697987,176.96583105278947
6.952013422818792,5.4102909865771815,176.6960667577852
6.952013422818792,5.410850268456376,176.42707089562924
6.952013422818792,5.411409550335571,176.15858803269109
6.952013422818792,5.411968832214765,175.89021479332854
6.952013422818792,5.41252811409396,175.62138287862678
6.952013422818792,5.413087395973155,175.35134347385878
6.952013422818792,5.413646677852349,175.0791538454733
6.952013422818792,5.414205959731544,174.80366704474227
6.952013422818792,5.414765241610739,174.52352574902386
6.952013422818792,5.415324523489933,174.23716137811616
6.952013422818792,5.415883805369128,173.94279971608657
6.952013422818792,5.4164430872483225,173.63847433999862
6.952013422818792,5.417002369127517,173.3220491952535
6.952013422818792,5.417561651006712,172.99125164868025
6.952013422818792,5.418120932885906,172.6437172769124
6.952013422818792,5.418680214765101,172.27704748635298
6.952013422818792,5.419239496644296,171.88888078496402
6.952013422818792,5.41979877852349,171.47697810425487
6.952013422818792,5.420358060402685,171.0393219696046
6.952013422818792,5.4209173422818795,170.57422850836238
6.952013422818792,5.421476624161074,170.08047024708776
6.952013422818792,5.422035906040269,169.55740637946198
6.952013422818792,5.422595187919463,169.00511571311014
6.952013422818792,5.423154469798658,168.4245258992549
6.952013422818792,5.423713751677853,167.8175309428655
6.952013422818792,5.424273033557047,167.18708757606308
6.952013422818792,5.424832315436242,166.53728010872996
6.952013422818792,5.4253915973154365,165.87334314493276
6.952013422818792,5.425950879194631,165.20163237262412
6.952013422818792,5.426510161073826,164.52953574092254
6.952013422818792,5.42706944295302,163.86532084580975
6.952013422818792,5.427628724832215,163.21791915581366
6.952013422818792,5.42818800671141,162.59665346826796
6.952013422818792,5.428747288590604,162.0109210718816
6.952013422818792,5.429306570469799,161.46985067474387
6.952013422818792,5.4298658523489935,160.9819553354818
6.952013422818792,5.430425134228188,160.55480561173172
6.952013422818792,5.430984416107383,160.19474641156717
6.952013422818792,5.431543697986577,159.9066775342453
6.952013422818792,5.432102979865772,159.6939120358162
6.952013422818792,5.432662261744967,159.55811918830818
6.952013422818792,5.433221543624161,159.49935099883592
6.952013422818792,5.433780825503356,159.51614411614995
6.952013422818792,5.434340107382551,159.6056833767431
6.952013422818792,5.434899389261745,159.76400977927753
6.952013422818792,5.43545867114094,159.986254467174
6.952013422818792,5.4360179530201345,160.2668811218632
6.952013422818792,5.436577234899329,160.59992154462685
6.952013422818792,5.437136516778524,160.97919253539564
6.952013422818792,5.437695798657718,161.39848587258345
6.952013422818792,5.438255080536913,161.8517267690455
6.952013422818792,5.438814362416108,162.3330992827369
6.952013422818792,5.439373644295302,162.8371396082834
6.952013422818792,5.439932926174497,163.35879991256616
6.952013422818792,5.4404922080536915,163.89348644664346
6.952013422818792,5.441051489932886,164.43707617054775
6.952013422818792,5.441610771812081,164.9859161955346
6.952013422818792,5.442170053691275,165.53681011035272
6.952013422818792,5.44272933557047,166.08699482986827
6.952013422818792,5.443288617449665,166.6341110796553
6.952013422818792,5.443847899328859,167.17617007874955
6.952013422818792,5.444407181208054,167.7115184522237
6.952013422818792,5.4449664630872485,168.23880292461538
6.952013422818792,5.445525744966443,168.756935929281
6.952013422818792,5.446085026845638,169.26506292203328
6.952013422818792,5.446644308724832,169.76253190782646
6.952013422818792,5.447203590604027,170.24886547069846
6.952013422818792,5.447762872483222,170.72373543162848
6.952013422818792,5.448322154362416,171.18694013780566
6.952013422818792,5.448881436241611,171.63838430169557
6.952013422818792,5.4494407181208055,172.07806125168014
6.952013422818792,5.45,172.50603742138782
6.95268456375839,5.366667,190.614026807243
6.95268456375839,5.367226281879194,190.5408019010161
6.95268456375839,5.367785563758389,190.46565295780337
6.95268456375839,5.3683448456375835,190.38855480209006
6.95268456375839,5.368904127516778,190.30948217871514
